Language_ID,Feature,Value
paa1,SG,
paa1,SG,mo
paa1,SG,ne
paa1,DU,ralue
paa1,DU,malu
paa1,DU,milu
paa1,DU,lalue
paa1,PAUC,ratelu
paa1,PAUC,maitelu
paa1,PAUC,miitelu
paa1,PAUC,latelu
paa1,PL,re
paa1,PL,mai
paa1,PL,miitelu
paa1,PL,le
paa1,PL,r
paa1,PL,maitel
paa1,PL,mi
paa1,PL,
paa1,PL,i
paa1,PL,l
paa1,SG,tauku
paa1,SG,
paa1,SG,taumo
paa1,SG,taune
paa1,SG,siiku
paa1,SG,
paa1,SG,siimo
paa1,SG,siine
paa1,SG,leviku
paa1,SG,
paa1,SG,levimo
paa1,SG,levine
paa1,SG,vangeku
paa1,SG,
paa1,SG,vangemo
paa1,SG,vangene
paa1,DU,tauralue
paa1,DU,taumalu
paa1,DU,taumilu
paa1,DU,taulalue
paa1,DU,siiralue
paa1,DU,siimalu
paa1,DU,siimilu
paa1,DU,siilalue
paa1,DU,leviralue
paa1,DU,levimalu
paa1,DU,levimilu
paa1,DU,levilalue
paa1,DU,vangeralue
paa1,DU,vangemalu
paa1,DU,vangemilu
paa1,DU,vangelalue
paa1,DU,tauratelu
paa1,PAUC,taumaitel
paa1,PAUC,taumiitelu
paa1,PAUC,taulatelu
paa1,PAUC,siiratelu
paa1,PAUC,siimaitelu
paa1,PAUC,siimiitelu
paa1,PAUC,siilatelu
paa1,PAUC,leviratelu
paa1,PAUC,levimaitelu
paa1,PAUC,levimiitelu
paa1,PAUC,levilatelu
paa1,PAUC,vangeratelu
paa1,PAUC,vangemaitelu
paa1,PAUC,vangemiitelu
paa1,PAUC,vangelatelu
paa1,PL,taure
paa1,PL,taumaitel
paa1,PL,taumiitelu
paa1,PL,taule
paa1,PL,siire
paa1,PL,siimaitelu
paa1,PL,siimiitelu
paa1,PL,siile
paa1,PL,levire
paa1,PL,levimaitelu
paa1,PL,levimiitelu
paa1,PL,levile
paa1,PL,vangere
paa1,PL,vangemai
paa1,PL,vangemii
paa1,PL,vangele
paa1,SG,inau
paa1,SG,
paa1,SG,kaiko
paa1,SG,kaie
paa1,DU,ialue
paa1,DU,komalu
paa1,DU,kamilu
paa1,DU,kailue
paa1,PAUC,iatelu
paa1,PAUC,komaitelu
paa1,PAUC,kamiitelu
paa1,PAUC,kaitelu
paa1,PL,iire
paa1,PL,komaitelu
paa1,PL,kamiitelu
paa1,PL,kaile
nam1,SG,gu
nam1,SG,m
nam1,SG,ng
nam1,SG,
nam1,DU,daru
nam1,DU,mairu
nam1,DU,mingru
nam1,DU,diaru
nam1,TR,dato
nam1,TR,maito
nam1,TR,mingto
nam1,TR,diato
nam1,PL,da
nam1,PL,ma
nam1,PL,ming
nam1,PL,di
nam1,SG,u
nam1,SG,m
nam1,SG,ku
nam1,SG,go
nam1,SG,i
nam1,SG,nga
nam1,PL,ta
nam1,PL,ki
nam1,PL,ka
nam1,PL,ga
nam1,PL,kama
nam1,PL,da
nam1,SG,a
nam1,SG,iko
nam1,SG,i
nam1,SG,
nam1,PL,kama
nam1,PL,kaming
nam1,PL,
nam1,SG,gu
nam1,SG,N
nam1,SG,
nam1,PL,ma
nam1,PL,da
nam1,PL,miN
nam1,PL,di
nam1,DU,ru
nam1,PAUC,to
nam1,PL,ngau
nam1,PL,nga
nam1,SG,kaiko
nam1,SG,kai
nam1,SG,ngai
nam1,DU,kitaru
nam1,DU,keru
nam1,DU,kamru
nam1,DU,diaru
nam1,TR,kitato
nam1,TR,keto
nam1,TR,kamto
nam1,TR,diato
nam1,PL,kita
nam1,PL,keka
nam1,PL,kam
nam1,PL,kakaming
nam1,PL,di
rym1,SG,ni
rym1,SG,neng
rym1,SG,nge
rym1,DU,kerong
rym1,DU,gemaro
rym1,DU,gomoro
rym1,DU,nyero
rym1,PAUC,kesul
rym1,PAUC,kensul
rym1,PAUC,gemasul
rym1,PAUC,gomosul
rym1,PAUC,nyesul
rym1,PL,kensul
rym1,PL,gema
rym1,PL,gimi
rym1,PL,nyer
rym1,SG,a
rym1,SG,k
rym1,SG,m
rym1,SG,n
rym1,SG,an
rym1,SG,te
rym1,DU,nemro
rym1,DU,ntaro
rym1,DU,mro
rym1,DU,ro
rym1,PAUC,nemsUl
rym1,PAUC,nsUl
rym1,PAUC,msUl
rym1,PAUC,rUl
rym1,SG,N
rym1,SG,m
rym1,SG,n
rym1,DU,maro
rym1,DU,nreN
rym1,DU,mro
rym1,DU,ro
rym1,PAUC,masUl
rym1,PAUC,NsUl
rym1,PAUC,msUl
rym1,PAUC,sUl
rym1,PL,nem
rym1,PL,r
rym1,PL,mi
rym1,PL,
rym1,PL,ma
rym1,PL,nken
rym1,PL,mi
rym1,PL,r
rym1,SG,ni
rym1,SG,nek
rym1,SG,nae
rym1,DU,genemro
rym1,DU,entaro
rym1,DU,gamro
rym1,DU,nero
rym1,PAUC,genemsUl
rym1,PAUC,ensUl
rym1,PAUC,gamsUl
rym1,PAUC,nerUl
rym1,PL,genem
rym1,PL,er
rym1,PL,gami
rym1,PL,Ne
rym1,SG,hak
rym1,SG,mak
rym1,SG,ak
rym1,SG,tek
rym1,SG,aik
rym1,SG,bk
rym1,SG,ham
rym1,SG,mam
rym1,SG,am
rym1,SG,tem
rym1,SG,aim
rym1,SG,bm
rym1,SG,han
rym1,SG,man
rym1,SG,an
rym1,SG,ten
rym1,SG,ain
rym1,SG,bn
rym1,DU,hanemro
rym1,DU,manemro
rym1,DU,anemro
rym1,DU,tenemro
rym1,DU,ainemro
rym1,DU,bnemro
rym1,DU,hantao
rym1,DU,mantaro
rym1,DU,antaro
rym1,DU,tentaro
rym1,DU,aintaro
rym1,DU,bntaro
rym1,DU,hamro
rym1,DU,mamro
rym1,DU,amro
rym1,DU,temro
rym1,DU,aimro
rym1,DU,bmro
rym1,DU,haro
rym1,DU,maro
rym1,DU,aro
rym1,DU,tero
rym1,DU,airo
rym1,DU,bro
rym1,PAUC,hanemsUl
rym1,PAUC,manemsUl
rym1,PAUC,anemsUl
rym1,PAUC,tenemsUk
rym1,PAUC,ainemsUk
rym1,PAUC,bnemsUl
rym1,PAUC,jhansUl
rym1,PAUC,mansUl
rym1,PAUC,ansUl
rym1,PAUC,tensUl
rym1,PAUC,ainsUl
rym1,PAUC,bnsUl
rym1,PAUC,hamsUl
rym1,PAUC,mansUl
rym1,PAUC,amsUl
rym1,PAUC,temsUl
rym1,PAUC,aimsUl
rym1,PAUC,bmsUl
rym1,PAUC,harUl
rym1,PAUC,marUl
rym1,PAUC,arUl
rym1,PAUC,terUl
rym1,PAUC,airUl
rym1,PAUC,brUl
rym1,PL,hanem
rym1,PL,manem
rym1,PL,anem
rym1,PL,tenem
rym1,PL,ainem
rym1,PL,bnem
rym1,PL,har
rym1,PL,mar
rym1,PL,ar
rym1,PL,ter
rym1,PL,air
rym1,PL,br
rym1,PL,hami
rym1,PL,mami
rym1,PL,ami
rym1,PL,temi
rym1,PL,aimi
rym1,PL,bmi
rym1,PL,ha
rym1,PL,ma
rym1,PL,a
rym1,PL,te
rym1,PL,ai
rym1,PL,b
rym1,SG,hubek
rym1,SG,hubem
rym1,SG,huben
rym1,DU,hubenemro
rym1,DU,hubentaro
rym1,DU,hubemro
rym1,DU,hubero
rym1,PAUC,hubenemsUl
rym1,PAUC,hubensUl
rym1,PAUC,hubemsUl
rym1,PAUC,huberUl
rym1,PL,hubenem
rym1,PL,huber
rym1,PL,hubemi
rym1,PL,hubo
aio1,PL,na
aio1,SG,nau
aio1,SG,o
aio1,PL,ni
aio1,SG,ngaia
aio1,SG,i nau
aio1,SG,ioo
aio1,SG,nhai a
aio1,DU,i daa
aio1,DU,emee
aio1,DU,omoo
aio1,DU,igaa
aio1,PAUC,idauru
aio1,PAUC,emeeru
aio1,PAUC,omooru
aio1,PAUC,igauru
aio1,PAUC,gia
aio1,PAUC,imani
aio1,PAUC,amiu
aio1,PAUC,giia
aio1,SG,ku
aio1,SG,ko
aio1,SG,oi
aio1,SG,ka
aio1,SG,e
aio1,DU,golo
aio1,SG,mele
aio1,SG,molo
aio1,SG,gala
aio1,PAUC,goru
aio1,PAUC,meru
aio1,PAUC,moru
aio1,PAUC,garu
aio1,PL,ki
aio1,PL,mi
aio1,PL,m
aio1,PL,gi la
aio1,SG,nau
aio1,SG,o
aio1,SG,ai
aio1,DU,adaa
aio1,DU,emee
aio1,DU,moo
aio1,DU,agaa
aio1,PAUC,adauru
aio1,PAUC,emeeru
aio1,PAUC,omooru
aio1,PAUC,ageuru
aio1,PL,gia
aio1,PL,amani
aio1,PL,amiu
aio1,PL,ga
aio1,SG,gu
aio1,SG,mu
aio1,SG,nai
aio1,DU,daaa
aio1,DU,meee
aio1,DU,mooo
aio1,DU,gaaa
aio1,PAUC,dauru
aio1,PAUC,meru
aio1,PAUC,moru
aio1,PAUC,agauru
aio1,PL,da
aio1,PL,mani
aio1,PL,miu
aio1,PL,gan
aio1,SG,ngai
aio1,SG,mo
aio1,SG,me
saa1,SG,u
saa1,SG,o
saa1,SG,er
saa1,PL,
saa1,PL,
saa1,PL,mui
saa1,PL,mu
saa1,PL,na
saa1,PL,na
saa1,SG,ineu
saa1,SG,nou
saa1,SG,nou
saa1,SG,ne
saa1,SG,ioe
saa1,SG,o
saa1,SG,ineie
saa1,SG,neie
saa1,SG,inei
saa1,SG,nei
saa1,SG,ne
saa1,SG,e
saa1,PL,ikie
saa1,PL,kie
saa1,PL,ikolu
saa1,PL,kolu
saa1,PL,iemi
saa1,PL,emi
saa1,PL,iemelu
saa1,PL,eeu
saa1,PL,melu
saa1,PL,iomu
saa1,PL,omu
saa1,PL,iomolu
saa1,PL,omolu
saa1,PL,molu
saa1,PL,ikire
saa1,PL,kire
saa1,PL,ikiraelu
saa1,PL,kiraelu
saa1,DU,ikure
saa1,DU,kure
saa1,DU,iemerei
saa1,DU,emerei
saa1,DU,merei
saa1,DU,mere
saa1,DU,iomori
saa1,DU,omori
saa1,DU,moroi
saa1,DU,moroi
saa1,DU,iomorue
saa1,DU,omorue
saa1,DU,ikirerue
saa1,DU,kirerue
saa1,DU,kererue
saa1,SG,au
saa1,SG,eu
saa1,PL,kie
saa1,PL,kolu
saa1,PL,emi
saa1,PL,melu
saa1,PL,omu
saa1,PL,molu
saa1,PL,ra
saa1,PL,re
saa1,PL,raelu
saa1,DU,i
saa1,DU,kure
saa1,DU,merei
saa1,DU,mere
saa1,DU,moroi
saa1,DU,moro
saa1,DU,rarue
saa1,DU,rerue
saa1,DU,rerui
saa1,PL,i
saa1,SG,ku
saa1,SG,mu
saa1,SG,na
saa1,SG,ne
saa1,DU,karai
saa1,DU,merei
saa1,DU,moroi
saa1,DU,moro
saa1,DU,darue
saa1,PL,ka
saa1,PL,ke
saa1,PL,kaelu
saa1,PL,mami
saa1,PL,memi
saa1,PL,melu
saa1,PL,miu
saa1,PL,molu
saa1,PL,darue
saa1,PL,de
saa1,PL,daelu
saa1,PL,ni
saa1,PL,atei
saa1,SG,akue
saa1,SG,akui
saa1,SG,ekue
saa1,SG,ekui
saa1,SG,amue
saa1,SG,amui
saa1,SG,emue
saa1,SG,emui
saa1,SG,ana
saa1,PL,aka
saa1,PL,akelu
saa1,PL,amami
saa1,PL,amelu
saa1,PL,amiu
saa1,PL,emui
saa1,PL,amolu
saa1,PL,ada
saa1,SG,ana
saa1,DU,amoro
saa1,PL,adaelu
saa1,PL,adalu
saa1,DU,akarai
saa1,DU,akarue
saa1,DU,amerue
saa1,DU,amoroi
saa1,DU,adarue
saa1,PL,ani
saa1,PL,mwai
saa1,PL,mwa
saa1,PL,maeni
nga1,SG,lau
nga1,SG,o
nga1,SG,lia
nga1,DU,gora
nga1,DU,mera
nga1,DU,mora
nga1,DU,daro
nga1,PAUC,golu
nga1,PAUC,meulu
nga1,PAUC,moulu
nga1,PAUC,daulu
nga1,PL,gia
nga1,PL,amiu
nga1,PL,amu
nga1,PL,gera
nga1,PL,e
nga1,SG,lia
nga1,SG,e
nga1,SG,
nga1,SG,ka
nga1,SG,ka†
nga1,SG,lau
nga1,SG,o
nga1,SG,lia
nga1,DU,gora
nga1,DU,ameroa
nga1,DU,amoroa
nga1,DU,daro
nga1,PAUC,golu
nga1,PAUC,ameulu
nga1,PAUC,amoulu
nga1,PAUC,daulu
nga1,PL,gia
nga1,PL,amami
nga1,PL,amiu
nga1,PL,gera
nga1,SG,gu
nga1,SG,mu
nga1,SG,la
nga1,DU,garoa
nga1,DU,meroa
nga1,DU,moroa
nga1,DU,daroa
nga1,PAUC,gaulu
nga1,PAUC,meulu
nga1,PAUC,moulu
nga1,PAUC,daulu
nga1,PL,ga
nga1,PL,mami
nga1,PL,miu
nga1,PL,da
nga1,SG,
nga1,SG,
nga1,SG,a
nga1,DU,
nga1,DU,
nga1,DU,
nga1,DU,daroa
nga1,PAUC,
nga1,PAUC,
nga1,PAUC,
nga1,PAUC,daulu
nga1,PL,
nga1,PL,
nga1,PL,
nga1,PL,da
nga1,SG,agua
nga1,SG,amua
nga1,SG,ala
nga1,DU,agaroa
nga1,DU,ameroa
nga1,DU,amoroa
nga1,DU,adaroa
nga1,PAUC,aguaulu
nga1,PAUC,ameulu
nga1,PAUC,amoulu
nga1,PAUC,adaulu
nga1,PL,aga
nga1,PL,amami
nga1,PL,amiu
nga1,PL,ada
nga1,SG,ta
nga1,DU,ta
nga1,PAUC,ta
nga1,SG,na
nga1,DU,na
nga1,PAUC,na
nga1,SG,te
nga1,DU,te
nga1,PAUC,te
nga1,PL,tali
nga1,PL,nali
nga1,PL,gi
nga1,DU,garoa
nga1,DU,daroa
nga1,PAUC,daulu
nga1,PL,da
lau1,SG,na
lau1,SG,sa
lau1,SG,ta
lau1,SG,te
lau1,SG,ke
lau1,SG,maae
lau1,SG,fe
lau1,SG,gi
lau1,PL,mwai
lau1,PL,ote
lau1,PL,gi
lau1,PL,gera
lau1,SG,inau
lau1,SG,nau
lau1,SG,gu
lau1,SG,ioe
lau1,SG,oe
lau1,SG,o
lau1,SG,ote
lau1,SG,inia
lau1,SG,nia
lau1,SG,ni
lau1,SG,e
lau1,PL,igia
lau1,PL,gia
lau1,PL,igolu
lau1,PL,golu
lau1,PL,igami
lau1,PL,gami
lau1,PL,mi
lau1,PL,igamelu
lau1,PL,gamelu
lau1,PL,igamu
lau1,PL,gamu
lau1,PL,igamolu
lau1,PL,gamolu
lau1,PL,igera
lau1,PL,gera
lau1,PL,da
lau1,PL,idalu
lau1,PL,dalu
lau1,DU,igoro
lau1,DU,goro
lau1,DU,igamere
lau1,DU,gamere
lau1,DU,igamoro
lau1,DU,gamoro
lau1,DU,idaro
lau1,DU,daro
lau1,PL,gi
lau1,SG,mu
lau1,SG,na
lau1,SG,agu
lau1,SG,aguaa
lau1,SG,amu
lau1,SG,amua
lau1,SG,ana
lau1,SG,nana
lau1,PL,aga
lau1,PL,agolu
lau1,PL,nagolua
lau1,PL,agami
lau1,PL,agamelu
lau1,PL,nagamelua
lau1,PL,agamu
lau1,PL,agamolu
lau1,PL,amolua
lau1,PL,nagamolua
lau1,PL,agera
lau1,PL,ada
lau1,PL,adalu
lau1,DU,agaro
lau1,DU,agoroa
lau1,DU,agamere
lau1,DU,agamoro
lau1,DU,agamoroa
lau1,DU,adaro
lau1,DU,nadaroa
lau1,PL,gi
lau1,SG,a
tha1,SG,ngay
tha1,SG,
tha1,SG,nhinhi
tha1,SG,nukunu
tha1,SG,nigunu
tha1,DU,nganku
tha1,DU,ngankunintha
tha1,DU,ngankungintha
tha1,DU,neki
tha1,DU,nanku
tha1,DU,nankunintha
tha1,DU,nankungintha
tha1,DU,piguna
tha1,DU,penintha
tha1,DU,peningintha
tha1,PAUC,nganki
tha1,PAUC,ngankuneme
tha1,PAUC,ngankungime
tha1,PAUC,nganki
tha1,PAUC,nekineme
tha1,PAUC,nekingime
tha1,PAUC,nanki
tha1,PAUC,nankuneme
tha1,PAUC,nankungime
tha1,PAUC,pigunu
tha1,PAUC,peneme
tha1,PAUC,peningime
tha1,PL,nganki
tha1,PL,neki
tha1,PL,nanki
tha1,PL,pigunu
tha1,SG,bam
tha1,DU,pubamka
tha1,PAUC,pubamka
tha1,PL,ngime
tha1,PAUC,pubam
tha1,PL,pubam
tha1,DU,ngintha
tha1,DU,nintha
tha1,SG,ngintha
tha1,SG,nintha
tha1,DU,ngime
tha1,DU,neme
tha1,PAUC,ngime
tha1,PAUC,neme
tha1,SG,ma
tha1,PL,puy
tha1,DU,dani
tye1,PL,amerne
tye1,GPL,eynenge
tye1,DU,therre
tye1,SG,
tye1,DU,tir
tye1,DU,nin
tye1,PL,amerne
tye1,PL,amerne
tye1,PL,amernewe
tye1,PL,amernewarle
tye1,PL,amernetheye
tye1,DU,therrele
tye1,DU,therre
tye1,DU,therrewe
tye1,DU,therrewarle
tye1,DU,therretheye
tye1,SG,nge
tye1,SG,
tye1,SG,we
tye1,SG,warle
tye1,SG,theye
tye1,SG,ye
tye1,DU,mpwele
tye1,DU,mpwelake
tye1,DU,mpwelanthe
tye1,PL,errwangkerre
tye1,PL,errwakerre
tye1,PL,errwantherre
tye1,SG,atye
tye1,SG,ayenge
tye1,SG,atyenge
tye1,SG,nte
tye1,SG,nge
tye1,SG,ngkenge
tye1,SG,re
tye1,SG,re
tye1,SG,kwere
mok1,SG,
mok1,DU,
mok1,PL,
mok1,SG,
mok1,DU,oadoasa
mok1,PL,oadoasai
mok1,SG,oadoaioa
mok1,DU,oadoama
mok1,PL,oadoamai
mok1,SG,oadoamwen
mok1,DU,oadoamwa
mok1,PL,oadoamwai
mok1,SG,oadoa
mok1,DU,oadoara
mok1,PL,oadoarai
mok1,SG,oadoan
mok1,DU,siasa
mok1,PL,siasai
mok1,SG,sioaioa
mok1,DU,siama
mok1,PL,siamai
mok1,SG,sioamwen
mok1,DU,siamwa
mok1,PL,siamwai
mok1,SG,sioa
mok1,SG,sien
mok1,DU,siara
mok1,PL,siarai
mok1,SG,mwomwoaioa
mok1,SG,mwomwoamwen
mok1,SG,mwomwe
mok1,DU,mwomwoasa
mok1,DU,mwomwoama
mok1,DU,mwomwoamwa
mok1,DU,mwomwoara
mok1,PL,mwomwoasai
mok1,PL,mwomwoamai
mok1,PL,mwomwoamwa
mok1,PL,mwomwoarai
mok1,SG,joamoai
mok1,SG,joamoamw
mok1,SG,jamah
mok1,SG,jemen
mok1,DU,jamasa
mok1,DU,jamama
mok1,DU,jamamwa
mok1,DU,jamara
mok1,PL,jamasai
mok1,PL,jamamai
mok1,PL,jamamwai
mok1,PL,jamarai
mok1,SG,polohioa
mok1,SG,polohmwen
mok1,SG,polooa
mok1,SG,polohn
mok1,DU,polohsa
mok1,DU,polohma
mok1,DU,polohmwa
mok1,DU,polohra
mok1,DU,polohsai
mok1,PL,polohma
mok1,PL,polohmwai
mok1,PL,polohrai
mok1,SG,insahioa
mok1,SG,insahmwen
mok1,SG,insah
mok1,SG,insahn
mok1,DU,insahsa
mok1,DU,insahma
mok1,DU,insahmwa
mok1,DU,insahra
mok1,DU,insahsai
mok1,PL,insahmai
mok1,PL,insahmwai
mok1,PL,insahrai
mok1,SG,kilihoa
mok1,SG,kilimwen
mok1,SG,kilin
mok1,SG,kilin
mok1,DU,kilisa
mok1,DU,kilima
mok1,DU,kilimwa
mok1,DU,kilira
mok1,PL,kilisai
mok1,PL,kilimai
mok1,PL,kilimwai
mok1,PL,kilirai
mok1,SG,ehioa
mok1,SG,ehmwen
mok1,SG,ehn
mok1,SG,ehn
mok1,DU,ehsa
mok1,DU,ehma
mok1,DU,ehmwa
mok1,DU,ehra
mok1,PL,ehsai
mok1,PL,ehmai
mok1,PL,ehmwai
mok1,PL,ehrai
mok1,SG,ngoah
mok1,SG,ngoahi
mok1,SG,
mok1,SG,koah
mok1,SG,koawoa
mok1,SG,ih
mok1,DU,kama
mok1,DU,kisa
mok1,DU,kamwa
mok1,DU,ara
mok1,DU,ira
mok1,PL,kamai
mok1,PL,kisai
mok1,PL,kamwai
mok1,PL,arai
mok1,PL,irai
mok1,GPL,kimi
mok1,GPL,kihs
mok1,GPL,kimwi
mok1,GPL,ihr
mok1,GPL,ih
mok1,PL,e
mok1,PL,o
mok1,PL,kai
mok1,PL,pwi
mok1,PL,wa
mok1,PL,ew
mok1,PL,men
mok1,PL,pas
mok1,PL,kij
mok1,PL,wa
mok1,SG,ngoah
mok1,SG,koah
mok1,PL,ih
mok1,SG,me
mok1,SG,men
mok1,PL,o
mok1,DU,sa
mok1,PL,sai
mok1,SG,ioa
mok1,DU,ma
mok1,PL,mai
mok1,SG,mwen
mok1,DU,mwa
mok1,PL,mwai
mok1,SG,
mok1,SG,a
mok1,DU,ra
mok1,PL,rai
mok1,SG,n
mok1,DU,isa
mok1,PL,isai
mok1,DU,ima
mok1,PL,imai
mok1,SG,imwen
mok1,DU,imwa
mok1,PL,imwai
mok1,SG,in
mok1,DU,ira
mok1,PL,irai
mok1,PL,in
nga2,SG,iau
nga2,SG,
nga2,SG,iáu
nga2,SG,i
nga2,SG,on
nga2,SG,ái
nga2,DU,giur
nga2,DU,gitar
nga2,DU,gaur
nga2,DU,diar
nga2,PAUC,gimtul
nga2,PAUC,gitul
nga2,PAUC,gamtul
nga2,PAUC,ditul
nga2,GPAUC,gimhat
nga2,GPAUC,githat
nga2,GPAUC,gamhat
nga2,GPAUC,dihat
nga2,PL,gim
nga2,PL,git
nga2,PL,gam
nga2,PL,di
nga2,SG,an
nga2,DU,ar
nga2,PAUC,tul
nga2,GPAUC,at
nga2,PL,
nga2,SG,yau
nga2,SG,u
nga2,SG,a
nga2,PL,diar
nga2,PL,gimtul
nga2,SG,i
nga2,SG,u
nga2,SG,
nga2,SG,l
nga2,SG,ay
nga2,DU,u
nga2,SG,
nga2,DU,ur
nga2,PAUC,tul
nga2,GPAUC,at
nga2,PL,ii
nga2,SG,Vn
ila1,PL,a
ila1,PL,ne
ila1,SG,t
ila1,PAUC,ru
ila1,PL,
ila1,SG,aia
ila1,PAUC,raaua
ila1,PL,raateu
ila1,GPL,reafa
ila1,SG,tuku
ila1,SG,too
ila1,SG,tno
ila1,SG,neaku
ila1,SG,neau
ila1,SG,neana
ila1,SG,
ila1,SG,tuk
ila1,SG,too
ila1,SG,no
ila1,DU,taku
ila1,DU,maku
ila1,DU,karku
ila1,DU,raku
ila1,PL,tatou
ila1,PL,matou
ila1,PL,koutou
ila1,PL,ratou
ila1,SG,ke
ila1,PL,keke
hir1,SG,yo
hir1,SG,
hir1,SG,wa
hir1,SG,e
hir1,SG,i
hir1,SG,ye
hir1,DU,gel
hir1,DU,gitto
hir1,DU,do
hir1,DU,kito
hir1,DU,gol
hir1,DU,dul
hir1,TR,getol
hir1,TR,kitol
hir1,TR,gotol
hir1,TR,dietol
hir1,PAUC,gehet
hir1,PAUC,kitahet
hir1,PAUC,gohet
hir1,PAUC,diehet
hir1,PL,ge
hir1,PL,giet
hir1,PL,da
hir1,PL,go
hir1,PL,die
hir1,DU,l
hir1,TR,tot
hir1,PAUC,het
hir1,TR,gitet
hir1,TR,dat
hir1,TR,get
hir1,TR,got
hir1,TR,diet
hir1,DU,kitto
hir1,DU,do
hir1,DU,gel
hir1,DU,gol
hir1,DU,gal
hir1,DU,dul
hir1,TR,kittel
hir1,TR,getol
hir1,TR,gotol
hir1,TR,dietol
hir1,PAUC,kitahet
hir1,PAUC,gehet
hir1,PAUC,gohet
hir1,PAUC,diehet
hir1,SG,o
hir1,SG,i
hir1,SG,e
hir1,PAUC,dehet
hir1,TR,dat
hir1,DU,do
hir1,PL,da
hir1,PL,me
hir1,PL,mu
hir1,PL,die
hir1,DU,gitto
hir1,DU,mel
hir1,DU,mul
hir1,DU,dul
hir1,TR,dat
hir1,TR,met
hir1,TR,got
hir1,TR,diet
hir1,TR,datol
hir1,TR,kittel
hir1,TR,metol
hir1,TR,mutol
hir1,TR,dittol
hir1,PAUC,kitahet
hir1,PAUC,mehet
hir1,PAUC,muhet
hir1,PAUC,diehet
hir1,SG,nuŋ
hir1,SG,gi
hir1,SG,ge
hir1,SG,gian
hir1,SG,geŋ
hir1,SG,gan
hir1,PL,kanda
hir1,PL,kambe
hir1,PL,kambu
hir1,PL,kandie
hir1,DU,kando
hir1,DU,kambel
hir1,DU,kambul
hir1,DU,kandul
hir1,TR,kandat
hir1,TR,kambet
hir1,TR,kambot
hir1,TR,kandiet
hir1,SG,nuŋ
hir1,SG,gi
hir1,SG,ge
hir1,SG,ga
hir1,PL,kinda
hir1,PL,ge
hir1,PL,gu
hir1,PL,die
hir1,DU,kindo
hir1,DU,gemel
hir1,DU,gumul
hir1,DU,kidul
hir1,TR,kindatol
hir1,TR,gemetol
hir1,TR,gumutol
hir1,TR,kidietol
hir1,PAUC,kigehet
hir1,PAUC,gemehet
hir1,PAUC,humuhet
hir1,PAUC,kindiehet
hir1,PAUC,kinegu
hir1,PAUC,kinewa
hir1,PAUC,kineye
hir1,PAUC,kineme
gga1,PL,am
gga1,PL,tanja
gga1,PL,an
